sentiment,tweet,unit_id,golden,unit_state,trusted_judgments,last_judgment_at,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
negative,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,681449812,FALSE,finalized,3,2/25/15 2:36,0.6568,Can't Tell,0.3479,United,NA,raulcordenillo,NA,0,"[41.97474769, -87.89039148]",2/23/15 11:07,569937e12,"Stockholm, Sweden",Stockholm
negative,"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",681449813,FALSE,finalized,3,2/25/15 2:39,1,longlines,1,United,NA,Nupe588,NA,0,NA,2/23/15 11:07,569937e12,NA,NA
negative,"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",681449814,FALSE,finalized,3,2/25/15 4:12,1,Late Flight,1,United,NA,docmartin_10,NA,0,NA,2/23/15 11:07,569936e12,"Fort Wayne, Indiana",Eastern Time (US & Canada)
negative,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",681449816,FALSE,finalized,3,2/25/15 2:14,1,Cancelled Flight,1,United,NA,katiedonohue,NA,0,"[41.97758466, -87.91065356]",2/23/15 11:06,569936e12,Washington D.C.,Eastern Time (US & Canada)
negative,"@United of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",681449818,FALSE,finalized,3,2/25/15 4:01,1,Late Flight,0.6743,United,NA,docmartin_10,NA,0,NA,2/23/15 11:06,569936e12,"Fort Wayne, Indiana",Eastern Time (US & Canada)
negative,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,681449819,FALSE,finalized,3,2/25/15 2:33,1,Late Flight,1,United,NA,CowboyPharmD,NA,0,NA,2/23/15 11:05,569936e12,Wherever I want to be,Pacific Time (US & Canada)
negative,"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",681449822,FALSE,finalized,3,2/25/15 8:41,1,Bad Flight,0.6739,United,NA,docmartin_10,NA,0,NA,2/23/15 11:05,569936e12,"Fort Wayne, Indiana",Eastern Time (US & Canada)
positive,@united ok thx!,681449823,FALSE,finalized,3,2/25/15 1:04,0.7,NA,NA,United,NA,franknoc,NA,0,NA,2/23/15 11:03,569936e12,NA,Arizona
neutral,@united I can't DM you so here's the confirmation # G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you,681449826,FALSE,finalized,3,2/25/15 9:59,0.6419,NA,0,United,NA,Lisa_Shaw777,NA,1,NA,2/23/15 11:02,569935e12,Kona coast/Boston/Milan,Amsterdam
negative,@united go to hell,681449828,FALSE,finalized,3,2/25/15 9:53,1,Flight Booking Problems,0.3602,United,NA,aminghadersohi,NA,0,NA,2/23/15 11:01,569935e12,"San Francisco, CA",NA
negative,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",681449829,FALSE,finalized,3,2/25/15 10:01,1,Bad Flight,1,United,NA,vancouverbrit,NA,0,NA,2/23/15 11:01,569935e12,Vancouver BC,Pacific Time (US & Canada)
neutral,@united Definitely will!,681449831,FALSE,finalized,3,2/25/15 3:44,0.6566,NA,NA,United,NA,ADanaiBaker,NA,0,NA,2/23/15 10:57,569934e12,NA,NA
negative,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,681449833,FALSE,finalized,3,2/25/15 5:42,0.7058,Customer Service Issue,0.7058,United,NA,daesf,NA,0,NA,2/23/15 10:56,569934e12,"SF, CA",Pacific Time (US & Canada)
negative,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",681449834,FALSE,finalized,3,2/25/15 4:55,1,Cancelled Flight,0.6598,United,NA,peskyspoll,NA,0,"[29.98788997, -95.34470061]",2/23/15 10:54,569933e12,NA,Pacific Time (US & Canada)
positive,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,681449835,FALSE,finalized,3,2/25/15 0:31,1,NA,NA,United,NA,CaroDavis2012,NA,0,NA,2/23/15 10:51,569933e12,Scotland,NA
positive,@united counter agents at RDU deserve a medal. #thankyou,681449837,FALSE,finalized,3,2/25/15 9:37,1,NA,NA,United,NA,roxymtjoy,NA,0,NA,2/23/15 10:48,569932e12,Pittsburgh area,Eastern Time (US & Canada)
negative,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,681449839,FALSE,finalized,3,2/25/15 3:29,1,Lost Luggage,1,United,NA,BeyondBlunt,NA,0,NA,2/23/15 10:46,569931e12,New York,Eastern Time (US & Canada)
negative,@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,681449840,FALSE,finalized,3,2/25/15 3:51,1,Flight Attendant Complaints,0.6467,United,NA,lisaboban,NA,0,NA,2/23/15 10:45,569931e12,Indiana,NA
positive,@united thank you. Literally called for preboarding as I ran up.,681449842,FALSE,finalized,3,2/25/15 9:56,1,NA,NA,United,NA,tmarsh83,NA,0,NA,2/23/15 10:43,569931e12,"NEIN, London, or Maui.",NA
negative,@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,681449844,FALSE,finalized,3,2/25/15 9:22,1,Customer Service Issue,0.3587,United,NA,GalbraithPeter,NA,0,NA,2/23/15 10:43,569931e12,"Kingston, Ontario",Central Time (US & Canada)
negative,"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse",681449845,FALSE,finalized,3,2/25/15 3:48,1,longlines,0.6667,United,NA,jwints,NA,0,NA,2/23/15 10:39,56993e13,"Ottawa, Ontario",Pacific Time (US & Canada)
positive,@united that's brilliant Thankyou so much. Is it classed as part of carryon?,681449847,FALSE,finalized,3,2/25/15 9:21,0.6809,NA,NA,United,NA,CaroDavis2012,NA,0,NA,2/23/15 10:38,569929e12,Scotland,NA
neutral,@united what gate is ua5396 leaving from?,681449849,FALSE,finalized,3,2/25/15 6:36,1,NA,NA,United,NA,tmarsh83,NA,0,NA,2/23/15 10:36,569929e12,"NEIN, London, or Maui.",NA
positive,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,681449850,FALSE,finalized,3,2/25/15 3:15,1,NA,NA,United,NA,hart0277,NA,0,NA,2/23/15 10:36,569929e12,Chicago,NA
negative,@united we've been here since 3am and you've Cancelled Flightled our flight twice,681449852,FALSE,finalized,3,2/25/15 1:48,1,Cancelled Flight,1,United,NA,sarahali,NA,0,NA,2/23/15 10:35,569929e12,NA,NA
negative,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,681449854,FALSE,finalized,3,2/25/15 9:03,1,Cancelled Flight,1,United,NA,tmarsh83,NA,0,NA,2/23/15 10:34,569928e12,"NEIN, London, or Maui.",NA
negative,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,681449855,FALSE,finalized,3,2/25/15 3:49,1,Late Flight,1,United,NA,tmarsh83,NA,0,NA,2/23/15 10:34,569928e12,"NEIN, London, or Maui.",NA
negative,@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,681449857,FALSE,finalized,3,2/25/15 2:41,0.6775,Customer Service Issue,0.3513,United,NA,EnriqueGtz_,NA,0,NA,2/23/15 10:33,569928e12,Mexico City,Central Time (US & Canada)
neutral,@united fails again. @SouthwestAir saves the day.,681449859,FALSE,finalized,3,2/25/15 2:24,0.3603,NA,0,United,NA,aleciamastin,NA,0,NA,2/23/15 10:32,569928e12,"St. Louis, MO",Central Time (US & Canada)
negative,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,681449861,FALSE,finalized,3,2/25/15 7:46,1,Late Flight,1,United,NA,tmarsh83,NA,0,NA,2/23/15 10:32,569928e12,"NEIN, London, or Maui.",NA
negative,@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,681449863,FALSE,finalized,3,2/25/15 4:01,1,Customer Service Issue,1,United,NA,pamdelaney585,NA,0,NA,2/23/15 10:31,569928e12,"Rochester, NY",Eastern Time (US & Canada)
positive,@united Great! I'm ready to go home.,681449864,FALSE,finalized,3,2/25/15 3:14,0.6349,NA,0,United,NA,gwen1013,NA,0,NA,2/23/15 10:30,569927e12,"New Haven, CT",NA
positive,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail,681449866,FALSE,finalized,3,2/25/15 6:52,1,NA,NA,United,NA,mydulcebella,NA,0,NA,2/23/15 10:25,569926e12,Pennsylvania,Eastern Time (US & Canada)
neutral,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?,681449868,FALSE,finalized,3,2/25/15 6:43,1,NA,NA,United,NA,CaroDavis2012,NA,0,NA,2/23/15 10:23,569926e12,Scotland,NA
negative,@united noooooooooooooooooooooope.,681449869,FALSE,finalized,3,2/25/15 3:17,0.6995,Can't Tell,0.6995,United,NA,darrellwhitelaw,NA,0,"[45.52146907, -122.69810485]",2/23/15 10:23,569926e12,"SF mostly, NYC & London often.",Central Time (US & Canada)
negative,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",681449871,FALSE,finalized,3,2/25/15 1:45,1,Cancelled Flight,1,United,NA,VictoriaBCToday,NA,2,NA,2/23/15 10:18,569924e12,Downtown Victoria,Pacific Time (US & Canada)
positive,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.,681449873,FALSE,finalized,3,2/25/15 7:19,1,NA,NA,United,NA,2cJustice4all,NA,0,NA,2/23/15 10:18,569924e12,Chicago Illinois Crime.Inc,Central Time (US & Canada)
neutral,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",681449874,FALSE,finalized,3,2/25/15 2:20,1,NA,NA,United,NA,jcmpaz,NA,0,NA,2/23/15 10:16,569924e12,"Cali,Colombia",NA
positive,@united Thank you! You need to follow back tho otherwise I can't DM you. X,681449877,FALSE,finalized,3,2/25/15 2:05,0.6704,NA,NA,United,NA,Lisa_Shaw777,NA,0,NA,2/23/15 10:15,569924e12,Kona coast/Boston/Milan,Amsterdam
negative,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",681449879,FALSE,finalized,3,2/25/15 6:33,1,Flight Attendant Complaints,0.6588,United,NA,brianaverna,NA,0,NA,2/23/15 10:13,569923e12,"CT, NY and most other states",Eastern Time (US & Canada)
neutral,"@United States faundation was by faith Judeo Cristian,@Not it was by ideologias.@ http://t.co/mWBk68k0A3",681449880,FALSE,finalized,3,2/25/15 3:37,1,NA,NA,United,NA,mechv1963,NA,0,NA,2/23/15 10:13,569923e12,"East Coast, US",NA
negative,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.,681449882,FALSE,finalized,3,2/25/15 10:10,1,Can't Tell,0.654,United,NA,2cJustice4all,NA,0,NA,2/23/15 10:12,569923e12,Chicago Illinois Crime.Inc,Central Time (US & Canada)
positive,@united Just sent! Thanks :),681449884,FALSE,finalized,3,2/25/15 3:14,0.3586,NA,0,United,NA,iworkinsmm,NA,0,NA,2/23/15 10:12,569923e12,Los Angeles,Pacific Time (US & Canada)
negative,@united already missed  connection ugh,681449885,FALSE,finalized,3,2/25/15 2:58,1,Late Flight,0.6827,United,NA,krissy_missylg,NA,0,NA,2/23/15 10:12,569923e12,NA,NA
negative,"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",681449886,FALSE,finalized,3,2/25/15 1:04,0.7,Can't Tell,0.3705,United,NA,2cJustice4all,NA,0,NA,2/23/15 10:11,569922e12,Chicago Illinois Crime.Inc,Central Time (US & Canada)
negative,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!,681449887,FALSE,finalized,3,2/25/15 2:33,1,Customer Service Issue,0.6613,United,NA,raulcordenillo,NA,1,"[41.97495038, -87.89005988]",2/23/15 10:10,569922e12,"Stockholm, Sweden",Stockholm
negative,@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.,681449889,FALSE,finalized,3,2/25/15 3:58,1,Can't Tell,0.356,United,NA,brianaverna,NA,0,NA,2/23/15 10:10,569922e12,"CT, NY and most other states",Eastern Time (US & Canada)
negative,@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,681449891,FALSE,finalized,3,2/25/15 7:07,0.6768,Late Flight,0.6768,United,NA,brianaverna,NA,0,NA,2/23/15 10:08,569922e12,"CT, NY and most other states",Eastern Time (US & Canada)
negative,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.,681449892,FALSE,finalized,3,2/25/15 2:16,1,Bad Flight,0.69,United,NA,JMS2802,NA,0,NA,2/23/15 10:06,569921e12,NA,NA
negative,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again,681449894,FALSE,finalized,3,2/25/15 9:47,1,Late Flight,1,United,NA,chefpaulcia,NA,0,NA,2/23/15 10:04,569921e12,NA,Central Time (US & Canada)
negative,@united you're the reason this whole travel experience has been a nightmare,681449896,FALSE,finalized,3,2/25/15 5:39,1,Can't Tell,0.6732,United,NA,_mhertz,NA,1,NA,2/23/15 10:04,569921e12,NA,Pacific Time (US & Canada)
negative,@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve,681449897,FALSE,finalized,3,2/25/15 5:19,1,Customer Service Issue,0.6906,United,NA,_mhertz,NA,1,NA,2/23/15 10:03,569921e12,NA,Pacific Time (US & Canada)
negative,@united that's not even an apology,681449899,FALSE,finalized,3,2/25/15 5:22,0.679,Can't Tell,0.679,United,NA,_mhertz,NA,1,NA,2/23/15 10:03,569921e12,NA,Pacific Time (US & Canada)
negative,@united that's cool - now what?,681449901,FALSE,finalized,3,2/25/15 7:17,1,Bad Flight,0.6594,United,NA,_mhertz,NA,1,NA,2/23/15 10:03,56992e13,NA,Pacific Time (US & Canada)
negative,@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...,681449902,FALSE,finalized,3,2/25/15 5:12,1,Customer Service Issue,0.6702,United,NA,JMS2802,NA,0,NA,2/23/15 9:59,56992e13,NA,NA
negative,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv",681449904,FALSE,finalized,3,2/25/15 4:42,1,Flight Attendant Complaints,0.6854,United,NA,DianeReischling,NA,0,NA,2/23/15 9:57,569919e12,NA,Pacific Time (US & Canada)
neutral,@United are you able to see if there are seats open on another flight??,681449906,FALSE,finalized,3,2/25/15 0:53,0.7047,NA,0,United,NA,iworkinsmm,NA,0,NA,2/23/15 9:57,569919e12,Los Angeles,Pacific Time (US & Canada)
negative,@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.,681449907,FALSE,finalized,3,2/25/15 3:29,0.6421,Late Flight,0.6421,United,NA,BossDDS,NA,0,NA,2/23/15 9:57,569919e12,"North Suburbs, IL  (Chicago)",Central Time (US & Canada)
negative,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room",681449909,FALSE,finalized,3,2/25/15 4:04,0.7259,Can't Tell,0.3705,United,NA,ADanaiBaker,NA,0,NA,2/23/15 9:55,569918e12,NA,NA
negative,"@united Either is fine. However, plundering my hard-earned dollars is not fine.",681449911,FALSE,finalized,3,2/25/15 4:44,1,Can't Tell,0.6421,United,NA,fdashev,NA,0,NA,2/23/15 9:55,569918e12,"Pittsburgh, PA",NA
neutral,@united @retailbagholder hahaha. At least they gave u a refund.,681449912,FALSE,finalized,3,2/25/15 2:33,0.6911,NA,0,United,NA,GuruOfGanja,NA,0,NA,2/23/15 9:54,569918e12,NA,NA
negative,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?",681449914,FALSE,finalized,3,2/25/15 1:40,1,Cancelled Flight,1,United,NA,VictoriaBCToday,NA,1,NA,2/23/15 9:53,569918e12,Downtown Victoria,Pacific Time (US & Canada)
negative,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING",681449915,FALSE,finalized,3,2/25/15 1:02,1,Bad Flight,0.6731,United,NA,DianeReischling,NA,1,NA,2/23/15 9:51,569917e12,NA,Pacific Time (US & Canada)
negative,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,681449917,FALSE,finalized,3,2/25/15 8:58,1,Cancelled Flight,1,United,NA,patlee,NA,0,"[0.0, 0.0]",2/23/15 9:48,569917e12,"Bay Area, CA",Pacific Time (US & Canada)
negative,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!",681449919,FALSE,finalized,3,2/25/15 0:59,0.6446,Bad Flight,0.3438,United,NA,mfsanders,NA,0,NA,2/23/15 9:47,569917e12,"Cleveland, Ohio",Eastern Time (US & Canada)
negative,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",681449921,FALSE,finalized,3,2/25/15 8:04,1,Customer Service Issue,0.3579,United,NA,therealdavidsoo,NA,0,NA,2/23/15 9:46,569916e12,"Toronto, Canada",Eastern Time (US & Canada)
negative,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981",681449923,FALSE,finalized,3,2/25/15 3:02,0.6669,Can't Tell,0.3546,United,NA,fdashev,NA,0,NA,2/23/15 9:46,569916e12,"Pittsburgh, PA",NA
negative,@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!,681449924,FALSE,finalized,3,2/25/15 8:23,1,Customer Service Issue,1,United,NA,sbanoub,NA,1,NA,2/23/15 9:45,569916e12,"ÃœT: 34.078171,-118.285555",Pacific Time (US & Canada)
negative,"@united
You really know how to piss people off. Your Farelock option is fake!",681449928,FALSE,finalized,3,2/25/15 8:17,1,Can't Tell,0.6885,United,NA,sbanoub,NA,0,NA,2/23/15 9:44,569916e12,"ÃœT: 34.078171,-118.285555",Pacific Time (US & Canada)
negative,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",681449930,FALSE,finalized,3,2/25/15 8:50,1,Late Flight,1,United,NA,DianeReischling,NA,0,NA,2/23/15 9:44,569916e12,NA,Pacific Time (US & Canada)
negative,@united only thing confusing me is why I lost priority boarding? I'm a mileage plus card member _ÔøΩÔøΩÔøΩ,681449932,FALSE,finalized,3,2/25/15 4:19,1,Flight Booking Problems,0.6619,United,NA,docmartin_10,NA,0,NA,2/23/15 9:43,569916e12,"Fort Wayne, Indiana",Eastern Time (US & Canada)
negative,@united We're hoping to hear from you actually.,681449933,FALSE,finalized,3,2/25/15 2:46,1,Late Flight,0.6536,United,NA,teamcrafty,NA,0,NA,2/23/15 9:43,569916e12,Grand Rapids,Quito
negative,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day",681449935,FALSE,finalized,3,2/25/15 9:47,0.6552,Late Flight,0.6552,United,NA,teamcrafty,NA,0,NA,2/23/15 9:43,569916e12,Grand Rapids,Quito
negative,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".",681449937,FALSE,finalized,3,2/25/15 6:03,1,Customer Service Issue,0.6681,United,NA,teamcrafty,NA,0,NA,2/23/15 9:42,569915e12,Grand Rapids,Quito
negative,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.",681449939,FALSE,finalized,3,2/25/15 5:05,1,Customer Service Issue,0.6657,United,NA,teamcrafty,NA,0,NA,2/23/15 9:42,569915e12,Grand Rapids,Quito
negative,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.",681449941,FALSE,finalized,3,2/25/15 3:31,1,Late Flight,0.66,United,NA,teamcrafty,NA,0,NA,2/23/15 9:41,569915e12,Grand Rapids,Quito
negative,"@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",681449943,FALSE,finalized,3,2/25/15 1:48,1,Lost Luggage,0.6593,United,NA,jwints,NA,0,NA,2/23/15 9:39,569914e12,"Ottawa, Ontario",Pacific Time (US & Canada)
negative,@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,681449945,FALSE,finalized,3,2/25/15 9:18,1,Customer Service Issue,0.6392,United,NA,8629Fissile,NA,0,NA,2/23/15 9:39,569914e12,NA,London
positive,@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911,681449946,FALSE,finalized,3,2/25/15 8:49,1,NA,NA,United,NA,anthonyNYSSF,NA,0,NA,2/23/15 9:36,569914e12,NA,Eastern Time (US & Canada)
negative,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,681449948,FALSE,finalized,3,2/25/15 3:06,1,longlines,0.6742,United,NA,brianaverna,NA,0,NA,2/23/15 9:36,569914e12,"CT, NY and most other states",Eastern Time (US & Canada)
negative,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",681449950,FALSE,finalized,3,2/25/15 5:44,0.6557,Cancelled Flight,0.3278,United,NA,ljtypes,NA,0,NA,2/23/15 9:34,569913e12,H-town,NA
negative,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",681449951,FALSE,finalized,3,2/25/15 1:41,1,Cancelled Flight,0.6507,United,NA,PhilipRose,NA,1,NA,2/23/15 9:32,569913e12,"Toronto, ON.....for now.",Central Time (US & Canada)
negative,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United",681449953,FALSE,finalized,3,2/25/15 6:35,1,Late Flight,1,United,NA,ADanaiBaker,NA,0,NA,2/23/15 9:32,569913e12,NA,NA
neutral,@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.,681449955,FALSE,finalized,3,2/25/15 1:11,0.6872,NA,0,United,NA,ADanaiBaker,NA,0,NA,2/23/15 9:30,569912e12,NA,NA
negative,@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket,681449956,FALSE,finalized,3,2/25/15 0:42,1,Flight Attendant Complaints,0.3804,United,NA,ADanaiBaker,NA,0,NA,2/23/15 9:28,569912e12,NA,NA
negative,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime,681449957,FALSE,finalized,3,2/25/15 3:16,1,Late Flight,1,United,NA,chefpaulcia,NA,0,NA,2/23/15 9:27,569912e12,NA,Central Time (US & Canada)
neutral,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",681449958,FALSE,finalized,3,2/25/15 2:29,0.6448,NA,NA,United,NA,ADanaiBaker,NA,0,NA,2/23/15 9:25,569911e12,NA,NA
negative,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G,681449960,FALSE,finalized,3,2/25/15 2:48,1,Late Flight,0.3511,United,NA,MrEschatologist,NA,0,NA,2/23/15 9:23,569911e12,"Arlington, VA",NA
negative,"@united is unfriendly screw family, that hates kids and moms. now waiting on  UA871... pray its better FYVRFN ..due to agent error and tickt",681449962,FALSE,finalized,3,2/25/15 9:31,1,Flight Attendant Complaints,0.3623,United,NA,unvoiced,NA,0,NA,2/23/15 9:22,56991e13,Taipei,Taipei
negative,"@united  gate agent at EWR "" if you are disabled or in a wheel chair, it's time to board, please step"". STEP UP??? Lol",681449964,FALSE,finalized,3,2/25/15 4:50,1,Flight Attendant Complaints,1,United,NA,brianaverna,NA,0,NA,2/23/15 9:20,56991e13,"CT, NY and most other states",Eastern Time (US & Canada)
negative,@united it won't help...been there done that.,681449965,FALSE,finalized,3,2/25/15 7:00,1,Customer Service Issue,1,United,NA,d_goodspeed,NA,0,"[29.98877308, -95.33846478]",2/23/15 9:20,56991e13,USA,Central Time (US & Canada)
negative,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,681449967,FALSE,finalized,3,2/25/15 2:19,1,Flight Attendant Complaints,0.3469,United,NA,unvoiced,NA,0,NA,2/23/15 9:17,569909e12,Taipei,Taipei
positive,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx,681449969,FALSE,finalized,3,2/25/15 10:04,0.3646,NA,0,United,NA,DanaHFreeman,NA,0,NA,2/23/15 9:16,569909e12,"Burlington, Vermont",Eastern Time (US & Canada)
negative,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,681449970,FALSE,finalized,3,2/25/15 8:03,1,Flight Attendant Complaints,0.6546,United,NA,unvoiced,NA,0,NA,2/23/15 9:16,569909e12,Taipei,Taipei
negative,@united we had four scheduled flights on this reservation and literally did not take one! Unreal,681449972,FALSE,finalized,3,2/25/15 8:14,1,Can't Tell,0.3481,United,NA,_mhertz,NA,1,NA,2/23/15 9:14,569908e12,NA,Pacific Time (US & Canada)
negative,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over,681449974,FALSE,finalized,3,2/25/15 0:49,1,Customer Service Issue,0.6773,United,NA,unvoiced,NA,0,NA,2/23/15 9:14,569908e12,Taipei,Taipei
negative,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap,681449975,FALSE,finalized,3,2/25/15 9:07,1,Flight Booking Problems,0.6632,United,NA,unvoiced,NA,0,NA,2/23/15 9:12,569908e12,Taipei,Taipei
negative,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.,681449977,FALSE,finalized,3,2/25/15 5:31,1,Customer Service Issue,1,United,NA,unvoiced,NA,0,NA,2/23/15 9:12,569908e12,Taipei,Taipei
positive,@united thank you!,681449979,FALSE,finalized,3,2/25/15 2:07,1,NA,NA,United,NA,D_WaYnE_01,NA,0,NA,2/23/15 9:10,569907e12,NA,NA
positive,@united Thanks for the update.,681449981,FALSE,finalized,3,2/25/15 3:54,1,NA,NA,United,NA,gwen1013,NA,0,NA,2/23/15 9:09,569907e12,"New Haven, CT",NA
negative,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR,681449982,FALSE,finalized,3,2/25/15 9:40,1,Can't Tell,0.3442,United,NA,JuanseMolano,NA,0,NA,2/23/15 9:09,569907e12,NA,Quito
negative,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?,681449984,FALSE,finalized,3,2/25/15 3:12,1,Customer Service Issue,1,United,NA,JuanseMolano,NA,0,NA,2/23/15 9:08,569907e12,NA,Quito
negative,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",681449986,FALSE,finalized,3,2/25/15 3:51,1,Cancelled Flight,1,United,NA,PhilipRose,NA,0,NA,2/23/15 9:04,569906e12,"Toronto, ON.....for now.",Central Time (US & Canada)
